feature_set,model,calibration,n_features,cv_type,n_folds,auc,logloss,brier,accuracy,f1,site_auc_mean,site_auc_std,site_logloss_mean,site_logloss_std,elapsed
SBR_PCA,XGB,gamma,142,site_aware,5,0.9139735092130038,0.3726153685470328,0.11623289461119277,0.8384728340675477,0.8529411764705882,0.9521727187010581,0.05730313783478233,0.29385055197409776,0.15511734046555356,56.083223819732666
SBR_PCA,LGB,raw,142,site_aware,5,0.9165464024118153,0.391809199165008,0.11919340228548218,0.8362701908957415,0.8500336247478144,0.9497431616231546,0.0523246968964399,0.30714049652857056,0.16690262003529654,29.417208433151245
SBR_PCA,LGB,platt,142,site_aware,5,0.8991282201978645,0.4068096441391496,0.12436738877571538,0.8318649045521292,0.8455832771409305,0.9497431616231546,0.0523246968964399,0.3342249356415948,0.1343343092997194,29.417208433151245
SBR_PCA,LGB,isotonic,142,site_aware,5,0.9078569018621914,0.4720229144955408,0.12078602588979176,0.8348017621145375,0.8451479697178252,0.9353728308059509,0.050142104724109154,0.3085436879315945,0.15654590678089567,29.417208433151245
SBR_PCA,LGB,temp,142,site_aware,5,0.9160544617494368,0.36914620807501003,0.115596617814672,0.8362701908957415,0.8500336247478144,0.9497431616231546,0.0523246968964399,0.3021417226746663,0.13118175612401614,29.417208433151245
SBR_PCA,LGB,gamma,142,site_aware,5,0.9160544617494368,0.3691461803739198,0.1155966114567255,0.8362701908957415,0.8500336247478144,0.9497431616231546,0.0523246968964399,0.3021416803589803,0.1311817875042575,29.417208433151245
SBR_PHYS_PCA,LR,raw,251,site_aware,5,0.846110730183607,1.1854490480965274,0.18671179231753907,0.7826725403817915,0.7858176555716353,0.9289031506044096,0.06337841549898272,0.5869390060999116,0.47178970855238606,2.2696332931518555
SBR_PHYS_PCA,LR,platt,251,site_aware,5,0.8583646238068807,0.4925974460929436,0.15904168094717014,0.7848751835535976,0.7884476534296029,0.9289031506044096,0.06337841549898272,0.413236895154831,0.16986157741317262,2.2696332931518555
SBR_PHYS_PCA,LR,isotonic,251,site_aware,5,0.8436749708862551,0.5083178555261046,0.16113838861894295,0.8046989720998532,0.8197831978319783,0.9218052194768749,0.06776164329157422,0.4125691905854761,0.19252852528179973,2.2696332931518555
SBR_PHYS_PCA,LR,temp,251,site_aware,5,0.8468812921060939,0.560491924809859,0.16377567155528963,0.7826725403817915,0.7858176555716353,0.9292088297737251,0.06319807252392348,0.4035474693814619,0.1661752244355168,2.2696332931518555
SBR_PHYS_PCA,LR,gamma,251,site_aware,5,0.846110730183607,0.6917457870997735,0.17126089402265776,0.7826725403817915,0.7858176555716353,0.9292088297737251,0.06319807252392348,0.4227618634602532,0.23326175076461958,2.2696332931518555
SBR_PHYS_PCA,Ridge,raw,251,site_aware,5,0.790235195524646,0.6126664544510376,0.18969575442432887,0.7687224669603524,0.7895791583166333,0.8947982728864264,0.08536477345105363,0.544256763988723,0.1697764270297339,0.6534831523895264
SBR_PHYS_PCA,Ridge,platt,251,site_aware,5,0.8064409399114072,0.5702758965609063,0.19147915471673715,0.7723935389133627,0.8064918851435705,0.8947982728864264,0.08536477345105363,0.48984339791675185,0.10747032587308132,0.6534831523895264
SBR_PHYS_PCA,Ridge,isotonic,251,site_aware,5,0.7855606708677529,0.7220025076889,0.18642928604682685,0.7437591776798825,0.764983164983165,0.8801639540123588,0.09144223844183723,0.5189366471793495,0.2733391488338124,0.6534831523895264
SBR_PHYS_PCA,Ridge,temp,251,site_aware,5,0.8048965509735417,0.5696494723681114,0.18894890002036932,0.7687224669603524,0.7895791583166333,0.8947982728864264,0.08536477345105363,0.4693633851040316,0.2275980984231428,0.6534831523895264
SBR_PHYS_PCA,Ridge,gamma,251,site_aware,5,0.805211088255461,0.5676688001418141,0.1855557811725326,0.7687224669603524,0.7895791583166333,0.8947982728864264,0.08536477345105363,0.47494117890887144,0.20845220442900753,0.6534831523895264
SBR_PHYS_PCA,ET,raw,251,site_aware,5,0.8851209716916446,0.48606368770214514,0.1564070804255861,0.8091042584434655,0.8153409090909091,0.918021247538767,0.06517768615868148,0.4389874887125448,0.09735313755222134,17.418999671936035
SBR_PHYS_PCA,ET,platt,251,site_aware,5,0.8624503433789358,0.5106771361440001,0.16662198032537867,0.7929515418502202,0.8063186813186813,0.918021247538767,0.06517768615868148,0.44627397083673215,0.10602162272602535,17.418999671936035
SBR_PHYS_PCA,ET,isotonic,251,site_aware,5,0.8726983816022899,0.5413991138785872,0.1503411830602481,0.8010279001468429,0.822527832351015,0.9121736690532195,0.0646621156865028,0.40122869266316663,0.17815510994930348,17.418999671936035
SBR_PHYS_PCA,ET,temp,251,site_aware,5,0.8853429980082934,0.42744501254136363,0.1380821747610625,0.8091042584434655,0.8153409090909091,0.918021247538767,0.06517768615868148,0.3656184654199469,0.11847083549128279,17.418999671936035
SBR_PHYS_PCA,ET,gamma,251,site_aware,5,0.8852646357788878,0.4281171492511405,0.13826757098862733,0.8091042584434655,0.8153409090909091,0.918021247538767,0.06517768615868148,0.36578697897394163,0.11852264225685338,17.418999671936035
SBR_PHYS_PCA,XGB,raw,251,site_aware,5,0.9202163668223028,0.3668427694758625,0.11198391166558035,0.842143906020558,0.8556077904633983,0.9535135730187051,0.06250502407517886,0.27962776712032317,0.14107835174662628,96.70233011245728
SBR_PHYS_PCA,XGB,platt,251,site_aware,5,0.910192531644192,0.3961856736047954,0.11954897862673625,0.8362701908957415,0.8498316498316498,0.9535135730187051,0.06250502407517886,0.31342937554053857,0.10042094262628493,96.70233011245728
SBR_PHYS_PCA,XGB,isotonic,251,site_aware,5,0.902366103982325,0.4915381661467703,0.11927260301653422,0.8516886930983847,0.8671052631578947,0.938339134741956,0.06092724599477057,0.2901674521281198,0.14946590850466984,96.70233011245728
SBR_PHYS_PCA,XGB,temp,251,site_aware,5,0.9205472295686811,0.35922104677654715,0.11100759708733693,0.842143906020558,0.8556077904633983,0.9535135730187051,0.06250502407517886,0.27939073117998126,0.11840411765457176,96.70233011245728
SBR_PHYS_PCA,XGB,gamma,251,site_aware,5,0.9205472295686811,0.35922105390847314,0.1110075982397516,0.842143906020558,0.8556077904633983,0.9535135730187051,0.06250502407517886,0.27939071968256846,0.11840413361439438,96.70233011245728
SBR_PHYS_PCA,LGB,raw,251,site_aware,5,0.9183291431307887,0.3875510858432191,0.11734507476337316,0.8355359765051396,0.8480325644504749,0.9554268603471,0.057725624550314415,0.28399106191039125,0.1416508354351782,43.810964822769165
SBR_PHYS_PCA,LGB,platt,251,site_aware,5,0.9052709482918123,0.40169449403152696,0.1223341407373361,0.8362701908957415,0.8477815699658703,0.9554268603471,0.057725624550314415,0.3188340513726756,0.10438368498239257,43.810964822769165
SBR_PHYS_PCA,LGB,isotonic,251,site_aware,5,0.905379784721542,0.4797419250199421,0.12775976437726413,0.8164464023494861,0.8167155425219942,0.9428240307728248,0.047153414980143735,0.2911883925564648,0.1528594605479628,43.810964822769165
SBR_PHYS_PCA,LGB,temp,251,site_aware,5,0.9176042925087886,0.36445167986404653,0.11351030569963888,0.8355359765051396,0.8480325644504749,0.9554268603471,0.057725624550314415,0.28734052799819076,0.10843484202810832,43.810964822769165
SBR_PHYS_PCA,LGB,gamma,251,site_aware,5,0.9176042925087886,0.3644516795308257,0.11351030614939195,0.8355359765051396,0.8480325644504749,0.9554268603471,0.057725624550314415,0.2873404682478083,0.1084349089844252,43.810964822769165
SBR_CNN_PCA,LR,raw,158,site_aware,5,0.9003439231179462,0.6118464712315305,0.13575129555688184,0.8333333333333334,0.8433402346445825,0.9182470671287792,0.0639456096942231,0.4559554864212546,0.470632148805032,1.4108409881591797
SBR_CNN_PCA,LR,platt,158,site_aware,5,0.8917229895190517,0.4279667944803702,0.13132031544615655,0.8303964757709251,0.8421052631578947,0.9182470671287792,0.0639456096942231,0.3802965538917844,0.19851242878827194,1.4108409881591797
SBR_CNN_PCA,LR,isotonic,158,site_aware,5,0.8799229438077513,0.4446936508839487,0.1416851502831173,0.7745961820851689,0.7580772261623325,0.9157813412612936,0.07122073043248728,0.40022845864533113,0.37573266421343204,1.4108409881591797
SBR_CNN_PCA,LR,temp,158,site_aware,5,0.9024825589621358,0.39428632012176246,0.1230495204508442,0.8333333333333334,0.8433402346445825,0.9182306441578107,0.06394870671125207,0.35642374776240654,0.24730031503864672,1.4108409881591797
SBR_CNN_PCA,LR,gamma,158,site_aware,5,0.9006073072778921,0.421891968229014,0.12535350512663015,0.8333333333333334,0.8433402346445825,0.9182306441578107,0.06394870671125207,0.36208890307516556,0.2549961356112719,1.4108409881591797
SBR_CNN_PCA,Ridge,raw,158,site_aware,5,0.9235707055865741,0.4686561381532954,0.1408493425828963,0.8575624082232012,0.8660220994475138,0.9337847310019673,0.059969558040164864,0.4667222061658106,0.17260117427451416,0.5456104278564453
SBR_CNN_PCA,Ridge,platt,158,site_aware,5,0.9184314493747348,0.46251483022550577,0.1430566835986918,0.8538913362701909,0.8674217188540972,0.9337847310019673,0.059969558040164864,0.38009003964683663,0.1136161687440762,0.5456104278564453
SBR_CNN_PCA,Ridge,isotonic,158,site_aware,5,0.9099498264058946,0.3954778262847115,0.1146376379155725,0.8370044052863436,0.8418803418803419,0.9301632964469828,0.06820384956535631,0.32393523243837163,0.19478670503530457,0.5456104278564453
SBR_CNN_PCA,Ridge,temp,158,site_aware,5,0.9183879148028429,0.38491577528285764,0.11407992005410916,0.8575624082232012,0.8660220994475138,0.9337847310019673,0.059969558040164864,0.32402281486990636,0.2128925786121222,0.5456104278564453
SBR_CNN_PCA,Ridge,gamma,158,site_aware,5,0.9224562205461412,0.3908423627479334,0.11475937922017561,0.8575624082232012,0.8660220994475138,0.9337847310019673,0.059969558040164864,0.3555466441233056,0.19628397547531345,0.5456104278564453
SBR_CNN_PCA,ET,raw,158,site_aware,5,0.9350834231233879,0.32126188265068656,0.09828153527421023,0.868575624082232,0.8747375787263821,0.9489653370724509,0.056073601626373294,0.28680069290557886,0.08977028963790433,17.412948608398438
SBR_CNN_PCA,ET,platt,158,site_aware,5,0.9336641960797117,0.3611566329201577,0.10561654265541194,0.8715124816446402,0.8778785764131193,0.9489653370724509,0.056073601626373294,0.3165961687996842,0.08052271312485099,17.412948608398438
SBR_CNN_PCA,ET,isotonic,158,site_aware,5,0.9145220448188418,0.3950212912005553,0.11621917310833457,0.8237885462555066,0.8211624441132638,0.9325199039311943,0.05785558772855807,0.32884995866765854,0.10975609178262812,17.412948608398438
SBR_CNN_PCA,ET,temp,158,site_aware,5,0.937223147331875,0.3076519265506584,0.09544009062725602,0.868575624082232,0.8747375787263821,0.9489653370724509,0.056073601626373294,0.27989836530658774,0.09672380980066844,17.412948608398438
SBR_CNN_PCA,ET,gamma,158,site_aware,5,0.937223147331875,0.30765197461467525,0.09544010323638479,0.868575624082232,0.8747375787263821,0.9489653370724509,0.056073601626373294,0.2798983670509919,0.09672381316418746,17.412948608398438
SBR_CNN_PCA,XGB,raw,158,site_aware,5,0.9277739685027373,0.3607572812181082,0.10864949254027925,0.8494860499265786,0.8573416840640222,0.9449604155773889,0.06722943594500785,0.3042790525571719,0.1671885104075098,59.16961622238159
SBR_CNN_PCA,XGB,platt,158,site_aware,5,0.9175825252228427,0.3815418834326444,0.11379241643372397,0.8502202643171806,0.8585298196948682,0.9449604155773889,0.06722943594500785,0.32857637198979806,0.11083242384601083,59.16961622238159
SBR_CNN_PCA,XGB,isotonic,158,site_aware,5,0.9190920865031943,0.36825769608966796,0.11365909293189581,0.8164464023494861,0.8106060606060606,0.9322423945687799,0.06512089589950515,0.3131377088118143,0.13335548920268978,59.16961622238159
SBR_CNN_PCA,XGB,temp,158,site_aware,5,0.9289755226869538,0.3392873116527427,0.10391922428407922,0.8494860499265786,0.8573416840640222,0.9449604155773889,0.06722943594500785,0.2833417954154032,0.11470749113905303,59.16961622238159
SBR_CNN_PCA,XGB,gamma,158,site_aware,5,0.9289755226869538,0.339287301137146,0.10391922496585031,0.8494860499265786,0.8573416840640222,0.9449604155773889,0.06722943594500785,0.2833418114233135,0.11470751819078366,59.16961622238159
SBR_CNN_PCA,LGB,raw,158,site_aware,5,0.9249115704008446,0.3797403819096677,0.11187522005235348,0.8502202643171806,0.8585298196948682,0.9468596127864002,0.06185115612455714,0.3318509013013461,0.15235474228096055,31.363893508911133
SBR_CNN_PCA,LGB,platt,158,site_aware,5,0.9167401312567343,0.38213433439671723,0.11421507908298881,0.8480176211453745,0.856945404284727,0.9468596127864002,0.06185115612455714,0.33871745145101073,0.10850053531260986,31.363893508911133
SBR_CNN_PCA,LGB,isotonic,158,site_aware,5,0.9168097865717614,0.42067173717402306,0.11440525254162297,0.8274596182085169,0.8270787343635025,0.9364218950971276,0.06610674152217075,0.32690966299989777,0.14676201412226747,31.363893508911133
SBR_CNN_PCA,LGB,temp,158,site_aware,5,0.9251227130745202,0.341928067922541,0.10591720582255328,0.8502202643171806,0.8585298196948682,0.9468596127864002,0.06185115612455714,0.3014559206241933,0.11255685118883198,31.363893508911133
SBR_CNN_PCA,LGB,gamma,158,site_aware,5,0.9251227130745202,0.3419280721763484,0.10591720874116167,0.8502202643171806,0.8585298196948682,0.9468596127864002,0.06185115612455714,0.3014558846093899,0.11255693687968937,31.363893508911133
SBR_PHYS_CNN_PCA,LR,raw,267,site_aware,5,0.8251553640034393,1.4602725980833866,0.20863691459983244,0.7591776798825257,0.7588235294117647,0.919805798352163,0.069519121005157,0.6943028024685857,0.6136696766044073,2.4905941486358643
SBR_PHYS_CNN_PCA,LR,platt,267,site_aware,5,0.8294293705989267,0.519984271310144,0.17082510962770872,0.7613803230543319,0.7626004382761139,0.919805798352163,0.069519121005157,0.4362205194050344,0.214167447861569,2.4905941486358643
SBR_PHYS_CNN_PCA,LR,isotonic,267,site_aware,5,0.8339232267824686,0.529663905937864,0.16889832490533943,0.7797356828193832,0.7950819672131147,0.9126461407759441,0.06542083433970401,0.3924740990373011,0.24020144308770155,2.4905941486358643
SBR_PHYS_CNN_PCA,LR,temp,267,site_aware,5,0.8261599242498447,0.6395764994785613,0.18023669651352425,0.7591776798825257,0.7588235294117647,0.9200007549107561,0.06935918915092469,0.42112658415385384,0.23467863508479475,2.4905941486358643
SBR_PHYS_CNN_PCA,LR,gamma,267,site_aware,5,0.8251553640034393,0.8186627285702293,0.19023044855019347,0.7591776798825257,0.7588235294117647,0.9200007549107561,0.06935918915092469,0.46082759157090153,0.3146492515481542,2.4905941486358643
SBR_PHYS_CNN_PCA,Ridge,raw,267,site_aware,5,0.7922617298462141,0.6433499746084272,0.18845191532898106,0.7701908957415565,0.7909151636606546,0.9114943006061926,0.08945745340131447,0.5064335878501975,0.1952143296307388,0.7083795070648193
SBR_PHYS_CNN_PCA,Ridge,platt,267,site_aware,5,0.8033238645639469,0.5487983611260954,0.18129554466840722,0.7687224669603524,0.8,0.9114943006061926,0.08945745340131447,0.4255914821141314,0.14226084602684957,0.7083795070648193
SBR_PHYS_CNN_PCA,Ridge,isotonic,267,site_aware,5,0.7914051871442409,0.7667889271837247,0.17916537021718903,0.7694566813509545,0.7958387516254877,0.9020271532211567,0.08502594826396874,0.4086972350174343,0.27121776249409835,0.7083795070648193
SBR_PHYS_CNN_PCA,Ridge,temp,267,site_aware,5,0.8014725568942437,0.5639351070850328,0.1879534213309262,0.7701908957415565,0.7909151636606546,0.9114943006061926,0.08945745340131447,0.40513130069463665,0.2478320813091761,0.7083795070648193
SBR_PHYS_CNN_PCA,Ridge,gamma,267,site_aware,5,0.8005550657916218,0.5690628247254704,0.18471799681489598,0.7701908957415565,0.7909151636606546,0.9114943006061926,0.08945745340131447,0.4172525312439569,0.22857197582473118,0.7083795070648193
SBR_PHYS_CNN_PCA,ET,raw,267,site_aware,5,0.9360041793189016,0.32789113348954874,0.09974534146586872,0.8641703377386197,0.8707197763801537,0.9503629954078685,0.054111087686303176,0.2900239361274538,0.09035528932633499,17.967236042022705
SBR_PHYS_CNN_PCA,ET,platt,267,site_aware,5,0.9332092598034413,0.3660675651819441,0.10728220913494359,0.868575624082232,0.8743859649122807,0.9503629954078685,0.054111087686303176,0.3161892299243954,0.08125021984182938,17.967236042022705
SBR_PHYS_CNN_PCA,ET,isotonic,267,site_aware,5,0.925816001131899,0.3960677265318225,0.11127614010799372,0.8296622613803231,0.827893175074184,0.9376276435191644,0.05103538383946667,0.32599931995851,0.11115532085882474,17.967236042022705
SBR_PHYS_CNN_PCA,ET,temp,267,site_aware,5,0.9376867905225237,0.3069589074061857,0.09541932142600769,0.8641703377386197,0.8707197763801537,0.9503629954078685,0.054111087686303176,0.27950397504312513,0.09838234392230101,17.967236042022705
SBR_PHYS_CNN_PCA,ET,gamma,267,site_aware,5,0.9376867905225237,0.30695891573378403,0.09541932194028946,0.8641703377386197,0.8707197763801537,0.9503629954078685,0.054111087686303176,0.2795040054006025,0.09838230003416187,17.967236042022705
SBR_PHYS_CNN_PCA,XGB,raw,267,site_aware,5,0.9277609081311697,0.35636051667838153,0.10690249674377034,0.8546255506607929,0.8626907073509015,0.9393190489609491,0.07532615035393801,0.32191432722426033,0.16670685553912076,103.74036645889282
SBR_PHYS_CNN_PCA,XGB,platt,267,site_aware,5,0.9201423580500866,0.37803163388174016,0.11190558515658115,0.856093979441997,0.8650137741046832,0.9393190489609491,0.07532615035393801,0.3323432271577001,0.09957576934884076,103.74036645889282
SBR_PHYS_CNN_PCA,XGB,isotonic,267,site_aware,5,0.9231843362610332,0.3843895648499139,0.10783131744001849,0.8597650513950074,0.8699795779441797,0.9353485508575761,0.07374094381234253,0.3129946933864514,0.12089263244126909,103.74036645889282
SBR_PHYS_CNN_PCA,XGB,temp,267,site_aware,5,0.9290887125738727,0.3363172542679507,0.10314140868072427,0.8546255506607929,0.8626907073509015,0.9393190489609491,0.07532615035393801,0.29626308160238646,0.1102600703839474,103.74036645889282
SBR_PHYS_CNN_PCA,XGB,gamma,267,site_aware,5,0.929086535845278,0.3363172605166844,0.10314141000092124,0.8546255506607929,0.8626907073509015,0.9393190489609491,0.07532615035393801,0.2962631253767242,0.11026001671392899,103.74036645889282
SBR_PHYS_CNN_PCA,LGB,raw,267,site_aware,5,0.924887626386304,0.37203769339285786,0.11021977339909177,0.8538913362701909,0.8628532046864231,0.9357096762604143,0.05898201974515883,0.32397283673401894,0.13693845510848088,46.34545874595642
SBR_PHYS_CNN_PCA,LGB,platt,267,site_aware,5,0.9159956900773829,0.38394376681537956,0.1144436477867973,0.8516886930983847,0.8614540466392319,0.9357096762604143,0.05898201974515883,0.3355810896251824,0.09155596182527381,46.34545874595642
SBR_PHYS_CNN_PCA,LGB,isotonic,267,site_aware,5,0.9147625733285445,0.4326558308706578,0.11738748454399929,0.8333333333333334,0.8339429407461595,0.9295769383045018,0.07074720105637244,0.3317697164151079,0.12330063471810038,46.34545874595642
SBR_PHYS_CNN_PCA,LGB,temp,267,site_aware,5,0.9249072169436554,0.3418286058217923,0.1055677294768215,0.8538913362701909,0.8628532046864231,0.9357096762604143,0.05898201974515883,0.30226188165425316,0.10200880291276031,46.34545874595642
SBR_PHYS_CNN_PCA,LGB,gamma,267,site_aware,5,0.9249072169436554,0.34182860868041637,0.10556773360101063,0.8538913362701909,0.8628532046864231,0.9357096762604143,0.05898201974515883,0.3022618626735274,0.10200889356219273,46.34545874595642
PHYS_RAD_CNN,LR,raw,338,site_aware,5,0.8212426943546545,1.3955408487399006,0.2079445788715983,0.7540381791483113,0.7756195579370395,0.899243698796232,0.07252029464168276,0.6429004107220438,0.5052698249088824,2.66055965423584
PHYS_RAD_CNN,LR,platt,338,site_aware,5,0.8046658177425148,0.5456621024489698,0.1809894531040268,0.7533039647577092,0.7754010695187166,0.8992500560753165,0.07251121794696978,0.43089044544045463,0.16702135702163043,2.66055965423584
PHYS_RAD_CNN,LR,isotonic,338,site_aware,5,0.8160784057639774,0.588643280215757,0.17578010796770094,0.7444933920704846,0.7339449541284404,0.8978903558787141,0.07380934402383728,0.40007850863646377,0.14567780263161548,2.66055965423584
PHYS_RAD_CNN,LR,temp,338,site_aware,5,0.8214516602997357,0.6198651490552812,0.17699384763102077,0.7540381791483113,0.7756195579370395,0.8994634891883097,0.07221665667647321,0.3907766609876033,0.179910604992319,2.66055965423584
PHYS_RAD_CNN,LR,gamma,338,site_aware,5,0.8212426943546545,0.7885601255701755,0.1876266570157977,0.7540381791483113,0.7756195579370395,0.8994634891883097,0.07221665667647321,0.42359382321532646,0.2633245799852956,2.66055965423584
PHYS_RAD_CNN,Ridge,raw,338,site_aware,5,0.7700155636094514,0.7663365950199174,0.20067762155505114,0.7459618208516887,0.7639836289222374,0.9014028733426549,0.10091292520025648,0.4761101892513415,0.17377394102556892,0.7667601108551025
PHYS_RAD_CNN,Ridge,platt,338,site_aware,5,0.7989421099030267,0.5690820307010922,0.19187772274302836,0.737885462555066,0.7730451366815003,0.9014028733426549,0.10091292520025648,0.4351074747907516,0.11659057217062876,0.7667601108551025
PHYS_RAD_CNN,Ridge,isotonic,338,site_aware,5,0.7690393008347756,0.6983043009334677,0.19374643753036805,0.737151248164464,0.7482419127988749,0.8967751326198211,0.1026796666754457,0.390781796715759,0.20316360461834135,0.7667601108551025
PHYS_RAD_CNN,Ridge,temp,338,site_aware,5,0.7924445750481601,0.5957067219835074,0.1933203646426415,0.7459618208516887,0.7639836289222374,0.9014039328891691,0.10091092143739021,0.3766650072791788,0.1632502359577338,0.7667601108551025
PHYS_RAD_CNN,Ridge,gamma,338,site_aware,5,0.7890554086263754,0.6224272637617724,0.19192610214394668,0.7459618208516887,0.7639836289222374,0.9014039328891691,0.10091092143739021,0.3807297192559771,0.17173639892772852,0.7667601108551025
PHYS_RAD_CNN,ET,raw,338,site_aware,5,0.9321905508211707,0.3319079216162001,0.10105175294544949,0.8678414096916299,0.8744769874476988,0.9440182557495987,0.05915381243625258,0.3018801127604254,0.0919493894290606,18.202917098999023
PHYS_RAD_CNN,ET,platt,338,site_aware,5,0.9296546620084676,0.36825902630173424,0.10817050633417405,0.8700440528634361,0.8761371588523443,0.9440182557495987,0.05915381243625258,0.32443194188140534,0.08025192439848283,18.202917098999023
PHYS_RAD_CNN,ET,isotonic,338,site_aware,5,0.9260608830987909,0.35964123159849404,0.10730703149844874,0.8384728340675477,0.8379970544918999,0.9376663424818572,0.06177491211763191,0.3284381540404288,0.11541694962632333,18.202917098999023
PHYS_RAD_CNN,ET,temp,338,site_aware,5,0.9339928820974958,0.31213800939055,0.09695612486184584,0.8678414096916299,0.8744769874476988,0.9440182557495987,0.05915381243625258,0.2917891235461777,0.1053253358627699,18.202917098999023
PHYS_RAD_CNN,ET,gamma,338,site_aware,5,0.9339928820974958,0.31213801379864053,0.09695612413230541,0.8678414096916299,0.8744769874476988,0.9440182557495987,0.05915381243625258,0.2917890923031919,0.10532539341565743,18.202917098999023
PHYS_RAD_CNN,XGB,raw,338,site_aware,5,0.92391462870452,0.36584164992250057,0.1078454876778639,0.8590308370044053,0.8662952646239555,0.9141635745828536,0.0671800033495168,0.39372396235003654,0.1542176805647002,135.34657287597656
PHYS_RAD_CNN,XGB,platt,338,site_aware,5,0.9162547207801395,0.3845850958416707,0.11371860369538736,0.8619676945668135,0.8694444444444445,0.9141635745828536,0.0671800033495168,0.37715046449101247,0.08097928092344825,135.34657287597656
PHYS_RAD_CNN,XGB,isotonic,338,site_aware,5,0.9211610670323571,0.35420850994615455,0.1102498281792045,0.8531571218795888,0.8552821997105644,0.9074163892140937,0.07364369408755006,0.36144222977512674,0.12279261562864797,135.34657287597656
PHYS_RAD_CNN,XGB,temp,338,site_aware,5,0.9235358779290603,0.3420083602467689,0.10471348966441876,0.8590308370044053,0.8662952646239555,0.9141635745828536,0.0671800033495168,0.3479736862041924,0.1000658341033326,135.34657287597656
PHYS_RAD_CNN,XGB,gamma,338,site_aware,5,0.9235358779290603,0.3420083415062499,0.10471348614879972,0.8590308370044053,0.8662952646239555,0.9141635745828536,0.0671800033495168,0.3479736842613036,0.10006575355362393,135.34657287597656
PHYS_RAD_CNN,LGB,raw,338,site_aware,5,0.924737432113277,0.3607293902413765,0.10616745489943273,0.8597650513950074,0.8665269042627534,0.9220190797842734,0.07527540007794166,0.3612051636627391,0.1431941534581033,53.28793025016785
PHYS_RAD_CNN,LGB,platt,338,site_aware,5,0.9180614055136536,0.3755493442116966,0.11058118009947575,0.8590308370044053,0.866481223922114,0.9220190797842734,0.07527540007794166,0.3613535396212356,0.08150633069844755,53.28793025016785
PHYS_RAD_CNN,LGB,isotonic,338,site_aware,5,0.9180788193424103,0.3533119092942317,0.10727908571051875,0.8590308370044053,0.8636363636363636,0.9095756780340029,0.07695183939454518,0.35250610381553427,0.12551916903390492,53.28793025016785
PHYS_RAD_CNN,LGB,temp,338,site_aware,5,0.924865859100358,0.3389434638230467,0.10341860419581769,0.8597650513950074,0.8665269042627534,0.9220190797842734,0.07527540007794166,0.33314636929049657,0.10055903692252181,53.28793025016785
PHYS_RAD_CNN,LGB,gamma,338,site_aware,5,0.924865859100358,0.3389434412499627,0.10341860117248126,0.8597650513950074,0.8665269042627534,0.9220190797842734,0.07527540007794166,0.3331463466783574,0.10055907353276225,53.28793025016785
